# approved-by: josh (auto-approve directive in session, 2026-09-23)
# Legacy-URL 301 map. Built 2026-09-23 from Ahrefs (pages-by-backlinks, backlinks-to-legacy, Googlebot status audit), prod not_found_log (hits>=20, scanner noise dropped), and prod gsc_query_metrics pages (2026-01-24..2026-09-21). Every from_path was probed live as Googlebot: only 404s are listed. applied=yes rows were inserted by scripts/consolidation/legacy-redirects.ts --apply; DEFERRED rows wait on the url-hygiene PR deploy.
from_path,to_path,previous_to_path,status_code,previous_status_code,match_method,confidence,sources,referring_domains,gsc_impressions,gsc_clicks,nf_hits,applied,reason
/secondary-topic/fatty-liver-disease-nonalcoholic,/explore-by-condition/fatty-liver-nafld,,,,hub-synonym,high,not_found_log,,,,165,yes,same topic as condition hub 'Fatty Liver (NAFLD)'
/secondary-topic/anxiety,/explore-by-condition/anxiety-stress,,,,curated-parent-hub,high,gsc+not_found_log,,36,,128,yes,hub is 'Anxiety & Stress'
/secondary-topic/rheumatoid-arthritis-ra,/explore-by-condition/rheumatoid-arthritis,,,,hub-synonym,high,not_found_log,,,,162,yes,same topic as condition hub 'Rheumatoid Arthritis'
/tertiary-topic/sprain,/explore-by-body-system/musculoskeletal,,,,curated-parent-hub,high,gsc+not_found_log,,1,,157,yes,ligament injury -> Musculoskeletal hub (parent system)
/blog/how-to-use-hydrogen-water-for-weight-loss-a-science-backed-guide-469291,/blog/hydrogen-water-weight-loss,/blog/how-to-use-hydrogen-water-for-weight-loss-a-science-backed-guide-010693,,,repoint-301-chain-to-410,high,gsc,,98,1,,yes,existing 301 -> /blog/how-to-use-hydrogen-water-for-weight-loss-a-science-backed-guide-010693 (410); repointed to live same-topic page: weight-loss guide -> 'Can Hydrogen Water Help with Weight Loss?'
/rss,/rss.xml,,,,structural,high,not_found_log,,,,142,yes,feed URL -> site RSS feed
/blog/how-to-use-hydrogen-water-for-better-gut-health-a-science-backed-guide-300380,/blog/how-to-use-hydrogen-water-for-gut-health-a-science-backed-guide-646080,/blog/how-to-use-hydrogen-water-for-better-gut-health-a-science-backed-guide-561442,,,repoint-301-chain-to-410,high,gsc,,87,1,,yes,existing 301 -> /blog/how-to-use-hydrogen-water-for-better-gut-health-a-science-backed-guide-561442 (410); repointed to live same-topic page: gut-health guide -> the kept gut-health guide
/secondary-topic/myalgic-encephalomyelitis,/explore-by-condition/chronic-fatigue,,,,hub-synonym,high,not_found_log,,,,136,yes,same topic as condition hub 'Chronic Fatigue'
/tertiary-topic/cognitive-impairment,/explore-by-condition/cognitive-function,,,,hub-synonym,high,not_found_log,,,,134,yes,same topic as condition hub 'Cognitive Function'
/feed/atom,/rss.xml,,,,structural,high,not_found_log,,,,120,yes,WP feed URL -> site RSS feed
/secondary-topic/endometriosis,/explore-by-body-system/reproductive,,,,curated-parent-hub,high,gsc+not_found_log,,1,,119,yes,-> Reproductive hub (parent system)
/tools/hydrogen-research/methodology,/methodology,,,,structural,high,not_found_log,,,,114,yes,app-proxy path -> same page
/secondary-topic/gut-microbiome,/explore-by-condition/gut-health,,,,hub-synonym,high,not_found_log,,,,104,yes,same topic as condition hub 'Gut Health'
/tools/hydrogen-research/condition/cognitive-function,/explore-by-condition/cognitive-function,,,,hub-slug-exact,high,not_found_log,,,,99,yes,condition hub 'Cognitive Function'
/secondary-topic/metabolic-syndrome/page/2,/explore-by-condition/metabolic-syndrome,,,,hub-slug-exact,high,not_found_log,,,,89,yes,condition hub 'Metabolic Syndrome'
/tools/hydrogen-research/study/comprehensive-brain-tissue-metabolomics-and-biological-network-technology-to-decipher-the-mechanism-of-hydrogen-rich-water-on-radiation-induced-cognitive-impairment-in-rats,/study/comprehensive-brain-tissue-metabolomics-and-biological-network-technology-to-decipher-the-mechanism-of-hydrogen-rich-water-on-radiation-induced-cognitive-impairment-in-rats-1775650467171,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,88,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/can-hydrogen-water-enhance-oxygen-saturation-in-patients-with-chronic-lung-disease-a-non-randomized-observational-pilot-study,/study/can-hydrogen-water-enhance-oxygen-saturation-in-patients-with-chronic-lung-disease-a-non-randomized-observational-pilot-study-1775650467171,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,86,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/evaluation-of-the-safety-and-potential-lipid-lowering-effects-of-oral-hydrogen-rich-coral-calcium-hrcc-capsules-in-patients-with-metabolic-syndrome-a-prospective-case-series-study,/study/evaluation-of-the-safety-and-potential-lipid-lowering-effects-of-oral-hydrogen-rich-coral-calcium-hrcc-capsules-in-patients-with-metabolic-syndrome-a-prospective-case-series-study-1775650467170,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,86,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/hydrogen-attenuates-endothelial-glycocalyx-damage-associated-with-partial-cardiopulmonary-bypass-in-rats,/study/hydrogen-attenuates-endothelial-glycocalyx-damage-associated-with-partial-cardiopulmonary-bypass-in-rats-1775650467171,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,86,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/hydrogen-prevents-lipopolysaccharide-induced-pulmonary-microvascular-endothelial-cell-injury-by-inhibiting-store-operated-ca2-entry-regulated-by-stim1-orai1,/study/hydrogen-prevents-lipopolysaccharide-induced-pulmonary-microvascular-endothelial-cell-injury-by-inhibiting-store-operated-ca2-entry-regulated-by-stim1orai1-1775650467171,,,,proxy-path+slug-compact-exact,high,not_found_log,,,,86,yes,"identical letters/digits; differs only in punctuation (e.g. db/db, NF-kB)"
/tools/hydrogen-research/study/hydrogen-rich-saline-promotes-neuronal-recovery-in-mice-with-cerebral-ischemia-through-the-ampk-mtor-signal-mediated-autophagy-pathway,/study/hydrogenrich-saline-promotes-neuronal-recovery-in-mice-with-cerebral-ischemia-through-the-ampkmtor-signalmediated-autophagy-pathway-1775650467171,,,,proxy-path+slug-compact-exact,high,not_found_log,,,,86,yes,"identical letters/digits; differs only in punctuation (e.g. db/db, NF-kB)"
/tools/hydrogen-research/study/hydrogen-rich-water-upregulates-fecal-propionic-acid-levels-in-overweight-adults,/study/hydrogen-rich-water-upregulates-fecal-propionic-acid-levels-in-overweight-adults-1775650467170,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,86,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/inhibition-of-retinal-ischemia-reperfusion-injury-in-rats-by-inhalation-of-low-concentration-hydrogen-gas,/study/inhibition-of-retinal-ischemia-reperfusion-injury-in-rats-by-inhalation-of-low-concentration-hydrogen-gas-1775650467171,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,86,yes,current slug = <old-slug>-<13-digit id>
/blog/how-to-use-hydrogen-water-for-weight-loss-a-science-backed-guide-908643,/blog/hydrogen-water-weight-loss,/blog/how-to-use-hydrogen-water-for-weight-loss-a-science-backed-guide-010693,,,repoint-301-chain-to-410,high,gsc,,35,1,,yes,existing 301 -> /blog/how-to-use-hydrogen-water-for-weight-loss-a-science-backed-guide-010693 (410); repointed to live same-topic page: weight-loss guide -> 'Can Hydrogen Water Help with Weight Loss?'
/tools/hydrogen-research/study/efficacy-and-safety-of-hydrogen-therapy-in-patients-with-early-stage-interstitial-lung-disease-a-single-center-randomized-parallel-group-controlled-trial,/study/efficacy-and-safety-of-hydrogen-therapy-in-patients-with-early-stage-interstitial-lung-disease-a-single-center-randomized-parallel-group-controlled-trial-1775650467171,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,85,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/fructooligosaccharide-feeding-during-gestation-to-pregnant-mice-provided-excessive-folic-acid-decreases-maternal-and-female-fetal-oxidative-stress-by-increasing-intestinal-microbe-derived-hydrogen-gas,/study/fructooligosaccharide-feeding-during-gestation-to-pregnant-mice-provided-excessive-folic-acid-decreases-maternal-and-female-fetal-oxidative-stress-by-increasing-intestinal-microbe-derived-hydrogen-gas-1775650467171,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,85,yes,current slug = <old-slug>-<13-digit id>
/secondary-topic/hypertension,/explore-by-condition/blood-pressure,,,,hub-synonym,high,not_found_log,,,,84,yes,same topic as condition hub 'Blood Pressure'
/tools/hydrogen-research/study/molecular-hydrogen-reduces-the-degree-of-endothelial-alteration-under-conditions-of-chronic-heart-failure,/study/molecular-hydrogen-reduces-the-degree-of-endothelial-alteration-under-conditions-of-chronic-heart-failure-1775650467170,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,79,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/nir-activatable-heterostructured-nanoadjuvant-cop-nicop-executing-lactate-metabolism-interventions-for-boosted-photocatalytic-hydrogen-therapy-and-photoimmunotherapy,/study/nir-activatable-heterostructured-nanoadjuvant-copnicop-executing-lactate-metabolism-interventions-for-boosted-photocatalytic-hydrogen-therapy-and-photoimmunotherapy-1775650467171,,,,proxy-path+slug-compact-exact,high,not_found_log,,,,79,yes,"identical letters/digits; differs only in punctuation (e.g. db/db, NF-kB)"
/tools/hydrogen-research/study/successful-treatment-of-myalgic-encephalomyelitis-chronic-fatigue-syndrome-using-hydrogen-gas-four-case-reports,/study/successful-treatment-of-myalgic-encephalomyelitischronic-fatigue-syndrome-using-hydrogen-gas-four-case-reports-1775650467171,,,,proxy-path+slug-compact-exact,high,not_found_log,,,,79,yes,"identical letters/digits; differs only in punctuation (e.g. db/db, NF-kB)"
/tools/hydrogen-research/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa,/study/the-clinical-research-on-the-effect-of-hydrogen-rich-water-on-primary-retinitis-pigmentosa-1775650467171,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,79,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/the-effect-of-hydrogen-rich-water-on-letrozole-induced-polycystic-ovary-syndrome-in-rats,/study/the-effect-of-hydrogen-rich-water-on-letrozole-induced-polycystic-ovary-syndrome-in-rats-1775650467170,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,79,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/therapeutic-potential-of-hydrogen-rich-water-on-muscle-atrophy-caused-by-immobilization-in-a-mouse-model,/study/therapeutic-potential-of-hydrogen-rich-water-on-muscle-atrophy-caused-by-immobilization-in-a-mouse-model-1775650467170,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,79,yes,current slug = <old-slug>-<13-digit id>
/tools/hydrogen-research/study/micromotor-enabled-active-hydrogen-and-tobramycin-delivery-for-synergistic-sepsis-therapy,/study/micromotor-enabled-active-hydrogen-and-tobramycin-delivery-for-synergistic-sepsis-therapy-1775650467171,,,,proxy-path+slug-prefix-exact,high,not_found_log,,,,78,yes,current slug = <old-slug>-<13-digit id>
/tertiary-topic/performance-enhancement,/explore-by-condition/athletic-performance,,,,hub-synonym,high,not_found_log,,,,70,yes,same topic as condition hub 'Athletic Performance'
/tertiary-topic/testicular-injury,/explore-by-body-system/reproductive,,,,curated-parent-hub,high,not_found_log,,,,68,yes,-> Reproductive hub (parent system)
/all_blogs,/blog,,,,structural,high,not_found_log,,,,66,yes,old blog index -> blog index
/tertiary-topic/erectile-dysfunction,/explore-by-body-system/reproductive,,,,curated-parent-hub,high,gsc+not_found_log,,12,,50,yes,-> Reproductive hub (parent system)
/a_z_topics_,/explore-by-condition,,,,structural,high,not_found_log,,,,60,yes,old A-Z topic index -> condition index (same page type as /topics)
/tools/hydrogen-research/condition/oxidative-stress,/explore-by-condition/oxidative-stress,,,,hub-slug-exact,high,not_found_log,,,,42,yes,condition hub 'Oxidative Stress'
/hydrogenstudies.com/search,/search,,,,structural,high,not_found_log,,,,41,yes,broken relative link -> search page
/secondary-topic/parkinsons-disease/page/2,/explore-by-condition/parkinsons-disease,,,,hub-slug-exact,high,not_found_log,,,,40,yes,condition hub 'Parkinson's Disease'
/secondary-topic/diabetes-type-ii/page/2,/explore-by-condition/type-2-diabetes,,,,hub-synonym,high,not_found_log,,,,37,yes,same topic as condition hub 'Type 2 Diabetes'
/tertiary-topic/cognitive-impairment/page/2,/explore-by-condition/cognitive-function,,,,hub-synonym,high,not_found_log,,,,34,yes,same topic as condition hub 'Cognitive Function'
/secondary-topic/hypertension/page/2,/explore-by-condition/blood-pressure,,,,hub-synonym,high,not_found_log,,,,27,yes,same topic as condition hub 'Blood Pressure'
/tools/hydrogen-research/condition/inflammation,/explore-by-condition/inflammation,,,,hub-slug-exact,high,not_found_log,,,,26,yes,condition hub 'Inflammation'
/secondary-topic/diabetes-type-ii/page/3,/explore-by-condition/type-2-diabetes,,,,hub-synonym,high,not_found_log,,,,25,yes,same topic as condition hub 'Type 2 Diabetes'
/tertiary-topic/gut-microbiome,/explore-by-condition/gut-health,,,,hub-synonym,high,not_found_log,,,,23,yes,same topic as condition hub 'Gut Health'
/tertiary-topic/chronic-fatigue-syndrome,/explore-by-condition/chronic-fatigue,,,,hub-synonym,high,not_found_log,,,,22,yes,same topic as condition hub 'Chronic Fatigue'
/study/molecular-hydrogen-mediates-neurorestorative-effects-after-stroke-in-diabetic-rats-the-tlr4-nf-kb-inflammatory-pathway,/study/molecular-hydrogen-mediates-neurorestorative-effects-after-stroke-in-diabetic-rats-the-tlr4nf-kb-inflammatory-pathway-1775650467167,,,,slug-compact-exact,high,gsc,,8,,,yes,"identical letters/digits; differs only in punctuation (e.g. db/db, NF-kB)"
/study/the-effect-of-hydrogen-rich-water-interventions-in-lipid-profiles-in-adults-with-overweight-or-obesity-and-associated-metabolic-disorders-a-systematic-review-and-meta-analysis-of-randomized-controlled-trials-1775826876384,/study/the-effect-of-hydrogen-rich-water-interventions-on-lipid-profiles-in-adults-with-overweight-or-obesity-and-associated-metabolic-disorders-a-systematic-review-and-meta-analysis-of-randomized-controlled-trials-1775826876384,,,,id-suffix-match,high,gsc,,1,,,yes,"same 13-digit id, title-slug edited (e.g. typo fix)"
/body-system/cognitive-function,/explore-by-condition/cognitive-function,/tools/hydrogen-research/condition/cognitive-function,301,302,repoint-broken-target,high,redirects-table,,,,,yes,"existing 302 row (auto-promoted from 404 (score 1.00, condition)) -> /tools/hydrogen-research/condition/cognitive-function, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged); status 302 -> 301 (permanent: target is the canonical hub)"
/category/inflammation,/explore-by-condition/inflammation,/tools/hydrogen-research/condition/inflammation,301,302,repoint-broken-target,high,redirects-table,,,,,yes,"existing 302 row (auto-promoted from 404 (score 1.00, condition)) -> /tools/hydrogen-research/condition/inflammation, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged); status 302 -> 301 (permanent: target is the canonical hub)"
/condition/cognitive-function,/explore-by-condition/cognitive-function,/tools/hydrogen-research/condition/cognitive-function,301,302,repoint-broken-target,high,redirects-table,,,,,yes,"existing 302 row (auto-promoted from 404 (score 1.00, condition)) -> /tools/hydrogen-research/condition/cognitive-function, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged); status 302 -> 301 (permanent: target is the canonical hub)"
/condition/inflammation,/explore-by-condition/inflammation,/tools/hydrogen-research/condition/inflammation,301,302,repoint-broken-target,high,redirects-table,,,,,yes,"existing 302 row (auto-promoted from 404 (score 1.00, condition)) -> /tools/hydrogen-research/condition/inflammation, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged); status 302 -> 301 (permanent: target is the canonical hub)"
/condition/oxidative-stress,/explore-by-condition/oxidative-stress,/tools/hydrogen-research/condition/oxidative-stress,301,302,repoint-broken-target,high,redirects-table,,,,,yes,"existing 302 row (auto-promoted from 404 (score 1.00, condition)) -> /tools/hydrogen-research/condition/oxidative-stress, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged); status 302 -> 301 (permanent: target is the canonical hub)"
/condition/parkinsons-disease,/explore-by-condition/parkinsons-disease,/tools/hydrogen-research/condition/parkinsons-disease,301,302,repoint-broken-target,high,redirects-table,,,,,yes,"existing 302 row (auto-promoted from 404 (score 1.00, condition)) -> /tools/hydrogen-research/condition/parkinsons-disease, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged); status 302 -> 301 (permanent: target is the canonical hub)"
/function/function.php,/explore-by-condition/cognitive-function,/tools/hydrogen-research/condition/cognitive-function,,,repoint-broken-target,high,redirects-table,,,,,yes,"existing 301 row (no note) -> /tools/hydrogen-research/condition/cognitive-function, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged)"
/hydrogenstudies.com/explore-by-condition/oxidative-stress,/explore-by-condition/oxidative-stress,/tools/hydrogen-research/condition/oxidative-stress,301,302,repoint-broken-target,high,redirects-table,,,,,yes,"existing 302 row (auto-promoted from 404 (score 1.00, condition)) -> /tools/hydrogen-research/condition/oxidative-stress, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged); status 302 -> 301 (permanent: target is the canonical hub)"
/index/function.php,/explore-by-condition/cognitive-function,/tools/hydrogen-research/condition/cognitive-function,,,repoint-broken-target,high,redirects-table,,,,,yes,"existing 301 row (no note) -> /tools/hydrogen-research/condition/cognitive-function, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged)"
/oxidative-stress,/explore-by-condition/oxidative-stress,/tools/hydrogen-research/condition/oxidative-stress,301,302,repoint-broken-target,high,redirects-table,,,,,yes,"existing 302 row (auto-promoted from 404 (score 1.00, condition)) -> /tools/hydrogen-research/condition/oxidative-stress, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged); status 302 -> 301 (permanent: target is the canonical hub)"
/secondary-topic/parkinsons-disease,/explore-by-condition/parkinsons-disease,/tools/hydrogen-research/condition/parkinsons-disease,,,repoint-broken-target,high,redirects-table,,,,,yes,"existing 301 row (no note) -> /tools/hydrogen-research/condition/parkinsons-disease, which 404s on this host; repointed to the same final target as the new row so it cannot chain (status code unchanged)"
/tertiary-topic/keratin-plugs,/explore-by-body-system/skin-dermatology,,,,curated-parent-hub,high,gsc+not_found_log,,18795,12,346,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. skin condition -> Skin & Dermatology hub (parent system)
/secondary-topic/brain-injury/page/5,/explore-by-body-system/brain-nervous-system,,,,curated-parent-hub,high,gsc+not_found_log,,310,4,36,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. brain condition -> Brain & Nervous System hub (parent system)
/secondary-topic/vitiligo,/explore-by-body-system/skin-dermatology,,,,curated-parent-hub,high,gsc+not_found_log,,22,,255,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. skin condition -> Skin & Dermatology hub (parent system)
/secondary-topic/amyotrophic-laterial-sclerosis-als,/explore-by-body-system/brain-nervous-system,,,,curated-parent-hub,high,gsc+not_found_log,,40,1,91,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. neurodegenerative -> Brain & Nervous System hub
/secondary-topic/psoriasis,/explore-by-body-system/skin-dermatology,,,,curated-parent-hub,high,gsc+not_found_log,,1,,166,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. skin condition -> Skin & Dermatology hub (parent system)
/tertiary-topic/postoperative-delerium,/explore-by-body-system/brain-nervous-system,,,,curated-parent-hub,high,gsc+not_found_log,,1,,134,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. brain condition -> Brain & Nervous System hub
/secondary-topic/brain-injury,/explore-by-body-system/brain-nervous-system,,,,curated-parent-hub,high,not_found_log,,,,84,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. brain condition -> Brain & Nervous System hub (parent system)
/secondary-topic/brain-injury/page/2,/explore-by-body-system/brain-nervous-system,,,,curated-parent-hub,high,not_found_log,,,,35,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. brain condition -> Brain & Nervous System hub (parent system)
/secondary-topic/brain-injury/page/1,/explore-by-body-system/brain-nervous-system,,,,curated-parent-hub,high,not_found_log,,,,32,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. brain condition -> Brain & Nervous System hub (parent system)
/secondary-topic/brain-injury/page/4,/explore-by-body-system/brain-nervous-system,,,,curated-parent-hub,high,not_found_log,,,,29,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. brain condition -> Brain & Nervous System hub (parent system)
/medical-disclaimer,/disclaimer,,,,structural,high,not_found_log,,,,22,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. SPA canonical pointed here; live route is /disclaimer
/secondary-topic/brain-injury/page/3,/explore-by-body-system/brain-nervous-system,,,,curated-parent-hub,high,not_found_log,,,,21,no,DEFERRED: target returns 404/200 (Googlebot/Chrome) until the url-hygiene PR deploys; re-run with --include-deferred after deploy. brain condition -> Brain & Nervous System hub (parent system)
/article-author/* (3659 paths),,,,,wp-archive-class,n/a,not_found_log,,,,220891,no,"WP-era taxonomy archive with no equivalent page; mass-301 would read as soft-404 — leave 404 (or 410 with approval). e.g. /article-author/yasukazu-kajita, /article-author/liang-chen, /article-author/yasuko-k-bando"
/country/* (37 paths),,,,,wp-archive-class,n/a,not_found_log,,,,2617,no,"WP-era taxonomy archive with no equivalent page; mass-301 would read as soft-404 — leave 404 (or 410 with approval). e.g. /country/mexico, /country/egypt, /country/germany"
/published-year/* (35 paths),,,,,wp-archive-class,n/a,not_found_log,,,,2046,no,"WP-era taxonomy archive with no equivalent page; mass-301 would read as soft-404 — leave 404 (or 410 with approval). e.g. /published-year/1980, /published-year/2001, /published-year/2009"
/blog/hydrogen-water-health-benefits-for-athletes-what-2024-research-shows-565894,/blog/hydrogen-water-health-benefits-for-athletes-what-2024-research-shows-551697,,,,existing-301-chains-to-410,n/a,ahrefs-backlinks+ahrefs-pages-by-backlinks,2,,,,no,existing row -> /blog/hydrogen-water-health-benefits-for-athletes-what-2024-research-shows-551697 which is 410 (Phase 2 retirement); no clearly same-topic live page — left as is
/secondary-topic/aging,,,,,curated-parent-hub,medium,gsc+not_found_log,,886,16,183,no,no general aging hub (skin-aging is narrower; life-stage/elderly-aging is a keyword page)
/application/* (20 paths),,,,,wp-archive-class,n/a,not_found_log,,,,1416,no,"WP-era taxonomy archive with no equivalent page; mass-301 would read as soft-404 — leave 404 (or 410 with approval). e.g. /application/aerosol, /application/spray, /application/culture-media"
/test-subject/* (20 paths),,,,,wp-archive-class,n/a,not_found_log,,,,1365,no,"WP-era taxonomy archive with no equivalent page; mass-301 would read as soft-404 — leave 404 (or 410 with approval). e.g. /test-subject/guinea-pig, /test-subject/rabbit, /test-subject/earthworm-eudrilus-eugeniae"
/body-part/* (25 paths),,,,,wp-archive-class,n/a,not_found_log,,,,1107,no,"WP-era taxonomy archive with no equivalent page; mass-301 would read as soft-404 — leave 404 (or 410 with approval). e.g. /body-part/peritonium, /body-part/tendon, /body-part/thymus"
/secondary-topic/excercise,/explore-by-condition/exercise-recovery,,,,curated-parent-hub,medium,gsc+not_found_log,,7,,817,no,medium confidence — not applied; suggested target only. ambiguous: exercise-recovery vs athletic-performance
/secondary-topic/dermatitis,/explore-by-body-system/skin-dermatology,,,,curated-parent-hub,medium,not_found_log,,,,678,no,medium confidence — not applied; suggested target only. parent-hub mapping without external signal (no GSC impressions/backlinks) — left 404 to avoid mass-301 soft-404s (PLAN §1). skin condition -> Skin & Dermatology hub (parent system)
/tertiary-topic/fatigue/page/2,/explore-by-condition/chronic-fatigue,,,,curated-parent-hub,medium,gsc+not_found_log,,432,2,30,no,medium confidence — not applied; suggested target only. hub is narrower ('Chronic Fatigue') than the legacy topic
/explore-by-condition/general-health-conditions,,,,,none,low,gsc,,332,4,,no,retired condition hub (not in health_conditions); no same-slug hub
/tertiary-topic/acute-respiratory-distress-syndrome-ards,/explore-by-body-system/respiratory,,,,curated-parent-hub,medium,not_found_log,,,,511,no,medium confidence — not applied; suggested target only. parent-hub mapping without external signal (no GSC impressions/backlinks) — left 404 to avoid mass-301 soft-404s (PLAN §1). lung disease -> Respiratory hub (parent system)
/ph/* (7 paths),,,,,wp-archive-class,n/a,not_found_log,,,,403,no,"WP-era taxonomy archive with no equivalent page; mass-301 would read as soft-404 — leave 404 (or 410 with approval). e.g. /ph/n-s, /ph/neutral, /ph/unknown"
/additional-information,,,,,structural,low,gsc+not_found_log,,189,,179,no,unknown WP page
/tertiary-topic/dyspnea,,,,,none,low,not_found_log,,,,282,no,no same-topic hub
/secondary-topic/stroke,,,,,none,low,not_found_log,,,,265,no,no same-topic hub
/secondary-topic/sepsis,,,,,curated-parent-hub,medium,gsc+not_found_log,,35,,229,no,systemic condition; no single parent hub
/secondary-topic/cancer,,,,,none,low,not_found_log,,,,236,no,no same-topic hub
/secondary-topic/cardiac-degeneration,,,,,none,low,not_found_log,,,,233,no,no same-topic hub
/secondary-topic/heart-attack-myocardial-infarction,,,,,none,low,not_found_log,,,,224,no,no same-topic hub
/secondary-topic/cardiovascular-disease-cvd,,,,,none,low,not_found_log,,,,219,no,no same-topic hub
/secondary-topic/disuse-atrophy,,,,,none,low,not_found_log,,,,219,no,no same-topic hub
/secondary-topic/shingles,,,,,curated-parent-hub,medium,gsc+not_found_log,,10,,203,no,skin + nerve condition; no single parent
/secondary-topic/fatty-liver-disease-alcoholic,,,,,none,low,not_found_log,,,,209,no,no same-topic hub
/tertiary-topic/excitotoxicity,,,,,none,low,not_found_log,,,,209,no,no same-topic hub
/secondary-topic/chronic-obstructive-pulmonary-disease-copd,,,,,none,low,not_found_log,,,,204,no,no same-topic hub
/secondary-topic/sleep-apnea,,,,,none,low,not_found_log,,,,201,no,no same-topic hub
/secondary-topic/sleep-deprivation,,,,,none,low,not_found_log,,,,201,no,no same-topic hub
/secondary-topic/food-poisoning,/explore-by-condition/gut-health,,,,curated-parent-hub,medium,gsc+not_found_log,,28,,171,no,medium confidence — not applied; suggested target only. GI illness; Gut Health hub is broad
/secondary-topic/osteoporosis,,,,,none,low,not_found_log,,,,196,no,no same-topic hub
/tertiary-topic/multiple-organ-dysfunction-syndrome-mods,,,,,none,low,not_found_log,,,,194,no,no same-topic hub
/secondary-topic/corneal-injury,,,,,none,low,not_found_log,,,,190,no,no same-topic hub
/tertiary-topic/encephalopathy,,,,,none,low,not_found_log,,,,190,no,no same-topic hub
/secondary-topic/non-alcoholic-steatohepatitis-nash,,,,,none,low,not_found_log,,,,188,no,no same-topic hub
/secondary-topic/heat-stress,,,,,none,low,not_found_log,,,,186,no,no same-topic hub
/secondary-topic/lipid-metabolism,,,,,none,low,not_found_log,,,,186,no,no same-topic hub
/tertiary-topic/edema,,,,,none,low,not_found_log,,,,186,no,no same-topic hub
/secondary-topic/haemolytic-anemia,,,,,none,low,not_found_log,,,,184,no,no same-topic hub
/secondary-topic/vasculitis,,,,,none,low,not_found_log,,,,184,no,no same-topic hub
/tertiary-topic/alkali-burn,,,,,curated-parent-hub,medium,gsc+not_found_log,,1,,183,no,H2 alkali-burn research is mostly corneal (eye) vs skin — ambiguous
/tertiary-topic/cataract,,,,,none,low,not_found_log,,,,184,no,no same-topic hub
/secondary-topic/mastitis,,,,,none,low,not_found_log,,,,183,no,no same-topic hub
/secondary-topic/intestinal-injury,,,,,none,low,not_found_log,,,,181,no,no same-topic hub
